,name,market_pairs,circulating,max supply,MC,MC_dominance,sixty_days_change,SC
3713,HLP Token,1,0.0,1,0.0,0.0,-72.06983226,False
3714,GeroWallet,5,0.0,1,0.0,0.0,-50.37827438,False
3715,HUGHUG Coin,3,0.0,0,0.0,0.0,103.39989558,False
3716,Qubit,2,0.0,1,0.0,0.0,-60.58324557,False
3717,SPLASH,4,0.0,1,0.0,0.0,-4.21096195,False
3718,PL^Gnet,6,0.0,1,0.0,0.0,138.28457646,False
3719,Frapped USDT,12,0.0,0,0.0,0.0,-3.6222537,False
3720,SWAPP Protocol,5,0.0,1,0.0,0.0,3.95522529,False
3721,Universe.XYZ,4,0.0,1,0.0,0.0,-39.66086343,False
3722,MarsRise,5,0.0,1,0.0,0.0,141.91489418,False
3723,Bafi Finance,1,0.0,1,0.0,0.0,-62.21706593,False
3724,UniWorld,4,0.0,1,0.0,0.0,-88.06339853,False
3725,Let's Go Brandon!,2,0.0,1,0.0,0.0,114.76748233,False
3726,PicArtNFT,2,0.0,1,0.0,0.0,-90.13505042,False
3727,Zenith Coin,4,0.0,1,0.0,0.0,-48.10660208,False
3728,Nether NFT,4,0.0,1,0.0,0.0,23.70276557,False
3729,Convex CRV,4,0.0,0,0.0,0.0,34.95079244,False
3730,Float Protocol: Float,2,0.0,0,0.0,0.0,8.03223839,False
3731,CryptoMotorcycle,1,0.0,1,0.0,0.0,-8.62401993,False
3732,Idea Chain Coin,7,0.0,1,0.0,0.0,51.05549903,False
3733,Eskimo Inu,1,0.0,1,0.0,0.0,34.59853897,False
3734,Morphie Network,3,0.0,1,0.0,0.0,-70.54558892,False
3735,Charged Particles,3,0.0,1,0.0,0.0,15.83922845,False
3736,PolyGod,2,0.0,1,0.0,0.0,-50.84105981,False
3737,GenshinFlokiInu,3,0.0,1,0.0,0.0,-16.27433353,False
3738,Cofinex,1,0.0,1,0.0,0.0,-57.78166096,False
3739,PIDAO,2,0.0,0,0.0,0.0,-84.13616979,False
3740,KleeKai,3,0.0,1,0.0,0.0,-42.32697815,False
3741,SocialGood,3,0.0,1,0.0,0.0,-20.92656624,False
3742,Connect Financial,3,0.0,0,0.0,0.0,5.78136065,False
3743,Dinger Token,4,0.0,0,0.0,0.0,-79.20897128,False
3744,DogeGF,4,0.0,0,0.0,0.0,7.94374252,False
3745,Piccolo Inu,8,0.0,0,0.0,0.0,375.04300737,False
3746,DopeWarz,2,0.0,1,0.0,0.0,-23.35952137,False
3747,MiniDOGE,6,0.0,1,0.0,0.0,-1.8056897,False
3748,Shibaverse,3,0.0,1,0.0,0.0,1062.70574447,False
3749,CryptoZoo  (new),1,0.0,0,0.0,0.0,-24.57982266,False
3750,GameStation,3,0.0,0,0.0,0.0,28.4581637,False
3751,Scotty Beam,3,0.0,1,0.0,0.0,-48.27658176,False
3752,sBTC,3,0.0,0,0.0,0.0,-13.07962345,False
3753,KSM Starter,4,0.0,1,0.0,0.0,-45.48061136,False
3754,UNITED EMIRATE DECENTRALIZED COIN.,3,0.0,1,0.0,0.0,-16.94423627,False
3755,ArcadeNetwork,4,0.0,1,0.0,0.0,-18.77788553,False
3756,FRMx Token,3,0.0,0,0.0,0.0,16.69868508,False
3757,Base Reward Token,5,0.0,1,0.0,0.0,-12.05752714,False
3758,BitANT,1,0.0,1,0.0,0.0,894.91476271,False
3759,Game Coin,3,0.0,0,0.0,0.0,-99.99999999,False
3760,HarmonyPad,1,0.0,1,0.0,0.0,-12.87897014,False
3761,Gains Associates,2,0.0,1,0.0,0.0,201.82721771,False
3762,BNSD Finance,5,0.0,0,0.0,0.0,-27.98371683,False
3763,UltimoGG,3,0.0,1,0.0,0.0,-3.69968667,False
3764,Premia,3,0.0,1,0.0,0.0,284.28144645,False
3765,TCGCoin 2.0,1,0.0,1,0.0,0.0,600.26037722,False
3766,Magic Power,1,0.0,1,0.0,0.0,242.27772465,False
3767,PlentyCoin,1,0.0,1,0.0,0.0,-6.349149,False
3768,Demole,4,0.0,1,0.0,0.0,-23.74474571,False
3769,Lunar,1,0.0,1,0.0,0.0,233.12362286,False
3770,OnX Finance,6,0.0,1,0.0,0.0,-0.89022322,False
3771,ShibaPup,1,0.0,0,0.0,0.0,-12.96769044,False
3772,Black Eye Galaxy,2,0.0,1,0.0,0.0,525.27326824,False
3773,Idle Mystic,1,0.0,1,0.0,0.0,-90.50474055,False
3774,MandoX,2,0.0,0,0.0,0.0,278.24351947,False
3775,A2DAO,6,0.0,1,0.0,0.0,55.48771532,False
3776,Epanus,2,0.0,1,0.0,0.0,-71.27963041,False
3777,ZUNA,1,0.0,1,0.0,0.0,673.03457163,False
3778,INTERSTELLAR DOMAIN ORDER,1,0.0,1,0.0,0.0,-73.1301958,False
3779,Divergence,2,0.0,1,0.0,0.0,7.45802781,False
3780,DogeCola,6,0.0,1,0.0,0.0,-25.42413579,False
3781,Bitcoin Cash ABC,7,0.0,1,0.0,0.0,-38.97122083,False
3782,The Luxury Coin,2,0.0,1,0.0,0.0,-9.35845977,False
3783,2022MOON,2,0.0,1,0.0,0.0,338.21441339,False
3784,BullionFx,1,0.0,1,0.0,0.0,-33.00927029,False
3785,Pintu Token,3,0.0,1,0.0,0.0,-46.16571457,False
3786,BULLS,1,0.0,1,0.0,0.0,-52.33927685,False
3787,Revault Network,2,0.0,1,0.0,0.0,-37.62402464,False
3788,Ardana,3,0.0,1,0.0,0.0,-44.31058577,False
3789,Vetter Token,1,0.0,1,0.0,0.0,-64.38311501,False
3790,MicroPee,2,0.0,1,0.0,0.0,-45.84618384,False
3791,Wrapped Staked Olympus,3,0.0,1,0.0,0.0,2.44578222,False
3792,Golden Ball,1,0.0,1,0.0,0.0,-15.14956114,False
3793,Nahmii,7,0.0,0,0.0,0.0119,-54.0318381,False
3794,GAMI World,2,0.0,1,0.0,0.0,80.3465633,False
3795,NFT Art Finance,4,0.0,1,0.0,0.0,34.47207283,False
3796,Optimus Cat,1,0.0,1,0.0,0.0,101.74050463,False
3797,Age of Tanks,2,0.0,1,0.0,0.0,-90.72966953,False
3798,AUREO,1,0.0,1,0.0,0.0,199.78436038,False
3799,Torekko,2,0.0,1,0.0,0.0,-68.95832547,False
3800,Bitcoin Vault,12,0.0,1,0.0,0.0,-25.2564707,False
3801,Ridge,4,0.0,1,0.0,0.0,-26.15765543,False
3802,Baby Shiba Inu,3,0.0,1,0.0,0.0,828.35147603,False
3803,SugarBounce,1,0.0,0,0.0,0.0,-20.43953146,False
3804,Moonbet,2,0.0,1,0.0,0.0,36.02327787,False
3805,DragonSea,3,0.0,1,0.0,0.0,-60.35209692,False
3806,NDN Link,2,0.0,1,0.0,0.0,21.86887852,False
3807,XRdoge,2,0.0,1,0.0,0.0,-72.03618872,False
3808,Musk Metaverse,1,0.0,1,0.0,0.0,22.12915389,False
3809,COXSWAP,2,0.0,1,0.0,0.0,113.9723301,False
3810,Yearn Classic Finance,5,0.0,0,0.0,0.0,157.47099781,False
3811,PinkSale,2,0.0,0,0.0,0.0,-12.56193285,False
3812,Octopus Protocol,5,0.0,1,0.0,0.0,-74.46385542,False
3813,Boost Coin,1,0.0,1,0.0,0.0,-39.07091952,False
3814,TacoCat Token,5,0.0,1,0.0,0.0,72.44422009,False
3815,TryHards,2,0.0,1,0.0,0.0,-66.4251773,False
3816,Decentralized data crypto system,1,0.0,1,0.0,0.0,-72.00057864,False
3817,Yoshi.exchange,3,0.0,1,0.0,0.0,-32.18081894,False
3818,Koreadoge,2,0.0,1,0.0,0.0,-27.83286575,False
3819,The Luxury,3,0.0,0,0.0,0.0,-11.41129606,False
3820,Belrium,2,0.0,1,0.0,0.0,10.76906494,False
3821,SuperBid,6,0.0,1,0.0,0.0,-29.36017482,False
3822,MEDPING,3,0.0,1,0.0,0.0,-29.10612792,False
3823,Sheesha Finance [BEP20],2,0.0,1,0.0,0.0,176.75687526,False
3824,NEXTYPE,4,0.0,1,0.0,0.0,-32.99990623,False
3825,Busy DAO,5,0.0,0,0.0,0.0,-12.77627112,False
3826,Zada,1,0.0,1,0.0,0.0,183.15136406,False
3827,Uplift,1,0.0,1,0.0,0.0,-30.86592586,False
3828,Lien,8,0.0,1,0.0,0.0,-43.87219141,False
3829,Kodi,5,0.0,1,0.0,0.0,141.51518147,False
3830,CoFiX,8,0.0,1,0.0,0.0,-38.96998246,False
3831,The Tokenized Bitcoin,7,0.0,1,0.0,0.0,-11.39488922,False
3832,Umi Digital,7,0.0,1,0.0,0.0,-44.5843979,False
3833,Channels,6,0.0,1,0.0,0.0,-69.9603162,False
3834,Bolt Share,1,0.0,1,0.0,0.0,306.06722382,False
3835,Multiverse Capital,1,0.0,1,0.0,0.0,6.02893528,False
3836,Shira inu,1,0.0,0,0.0,0.0,0.0,False
3837,SuperPlayer World,1,0.0,1,0.0,0.0,-13.54704083,False
3838,Floshin Token,1,0.0,1,0.0,0.0,-22.83178737,False
3839,RIFI United,2,0.0,0,0.0,0.0,-49.73088568,False
3840,IAGON,3,0.0,1,0.0,0.0,-27.86915025,False
3841,LovePot Token,2,0.0,0,0.0,0.0,-70.90641851,False
3842,ProjectOasis,2,0.0,1,0.0,0.0,95.3037827,False
3843,Coco Swap,1,0.0,1,0.0,0.0,-28.71249101,False
3844,ELONBALLS,2,0.0,1,0.0,0.0,-25.2039532,False
3845,Totoro Inu,2,0.0,1,0.0,0.0,20.45486687,False
3846,Game Ace Token,4,0.0,1,0.0,0.0,174.80868092,False
3847,Compound Uni,1,0.0,0,0.0,0.0,-33.04378844,False
3848,XDoge Network,4,0.0,0,0.0,0.0,-44.28269062,False
3849,BTS Chain,1,0.0,1,0.0,0.0,3572.47050286,False
3850,GazeTV,1,0.0,1,0.0,0.0,-7.74266268,False
3851,Crosschain IOTX,3,0.0,1,0.0,0.0,84.07173972,False
3852,Raptoreum,13,0.0,1,0.0,0.0,153.60095021,False
3853,3x Long Litecoin Token,4,0.0,0,0.0,0.0,-76.44958288,False
3854,3x Long EOS Token,5,0.0,0,0.0,0.0,-87.05988288,False
3855,Koinos,2,0.0,1,0.0,0.0,403.95606574,False
3856,NFTPad,2,0.0,1,0.0,0.0,76.56124767,False
3857,SW DAO,2,0.0,0,0.0,0.0,-15.21604572,False
3858,Bundles Finance,1,0.0,1,0.0,0.0,682.81607581,False
3859,nHBTC,2,0.0,1,0.0,0.0,-64.74898097,False
3860,Dexsport,3,0.0,1,0.0,0.0,-86.46692457,False
3861,Doont Buy,3,0.0,1,0.0,0.0,-38.25771525,False
3862,Onyx,2,0.0,1,0.0,0.0,6.43034424,False
3863,Bedrock,1,0.0,1,0.0,0.0,4.22445745,False
3864,UNION Protocol Governance Token,6,0.0,0,0.0,0.0,-43.94841005,False
3865,HNC COIN,5,0.0,1,0.0,0.0,-80.51540639,False
3866,Unus Dao,1,0.0,1,0.0,0.0,-36.8155659,False
3867,BeatBind,2,0.0,1,0.0,0.0,-35.67620169,False
3868,DEFFECT,1,0.0,1,0.0,0.0,-64.27081259,False
3869,Alibaba tokenized stock FTX,1,0.0,0,0.0,0.0,-23.08405439,False
3870,Baby Billionaires Club,1,0.0,1,0.0,0.0,-53.16574659,False
3871,Olive Cash,5,0.0,1,0.0,0.0,-22.23130937,False
3872,LimoCoin Swap,3,0.0,1,0.0,0.0,-65.7171813,False
3873,Safemars,10,0.0,1,0.0,0.0,14.44581824,False
3874,Chintai,2,0.0,1,0.0,0.0,52.23852269,False
3875,Crypto Cavemen Club,1,0.0,1,0.0,0.0,-16.16000075,False
3876,BUSTA,1,0.0,0,0.0,0.0,-28.27051399,False
3877,MoonLift Protocol,4,0.0,1,0.0,0.0,4.18483131,False
3878,Friends With Benefits Pro,3,0.0,1,0.0,0.0,-35.57850145,False
3879,Tanks For Playing,3,0.0,1,0.0,0.0,29.55536095,False
3880,NELO Metaverse,1,0.0,1,0.0,0.0,1091.41660919,False
3881,DGPayment,1,0.0,1,0.0,0.0,14.23756524,False
3882,Million,13,0.0,1,0.0,0.0,5.87841772,False
3883,Anji,1,0.0,1,0.0,0.0,270.62754843,False
3884,junca Cash,2,0.0,1,0.0,0.0,15.7930742,False
3885,Elephant Money,2,0.0,1,0.0,0.0,91.2430741,False
3886,WoopMoney,2,0.0,1,0.0,0.0,-73.57319979,False
3887,WHEAT,5,0.0,0,0.0,0.0,210.82934158,False
3888,Global Digital Content,3,0.0,0,0.0,0.0,84.51356524,False
3889,InfinityPad,1,0.0,1,0.0,0.0,-51.39244198,False
3890,Wrapped DucatusX,2,0.0,1,0.0,0.0,-1.5784048,False
3891,Coinracer,1,0.0,1,0.0,0.0,69.89525514,False
3892,En-Tan-Mo,2,0.0,0,0.0,0.0,221.33862053,False
3893,Pera Finance,2,0.0,1,0.0,0.0,-27.04263119,False
3894,The Three Kingdoms,4,0.0,0,0.0,0.0,-56.17535684,False
3895,Blockster,5,0.0,1,0.0,0.0,47.39764904,False
3896,Anomus,1,0.0,1,0.0,0.0,-69.48076163,False
3897,JokerManor Metaverse,2,0.0,1,0.0,0.0,-56.44921805,False
3898,HakunaMatata (new),2,0.0,1,0.0,0.0,117.0157738,False
3899,Loud Market,3,0.0,0,0.0,0.0,28.80603227,False
3900,Dentrocoin,1,0.0,1,0.0,0.0,-40.31891239,False
3901,PicaArtMoney,4,0.0,1,0.0,0.0,-24.51238708,False
3902,Derived,3,0.0,1,0.0,0.0,-81.23742225,False
3903,Union Fair Coin,1,0.0,1,0.0,0.0,-16.2772976,False
3904,Footie Plus,1,0.0,1,0.0,0.0,-36.12834163,False
3905,Coin To Fish,1,0.0,1,0.0,0.0,319.70626657,False
3906,Lord Arena,2,0.0,1,0.0,0.0,-31.92519166,False
3907,Daddy Doge,5,0.0,1,0.0,0.0,53.2469626,False
3908,MaticVerse,1,0.0,1,0.0,0.0,82.98693268,False
3909,EHash,3,0.0,1,0.0,0.0,-51.03257831,False
3910,The Citadel,2,0.0,1,0.0,0.0,0.0,False
3911,Relay Token,6,0.0,0,0.0,0.0,43.03515575,False
3912,Solarmine,7,0.0,1,0.0,0.0,-40.51143269,False
3913,SaunaFinance Token,2,0.0,1,0.0,0.0,-71.20340703,False
3914,Prostarter,3,0.0,0,0.0,0.0,-12.35435358,False
3915,Plenty DeFi,3,0.0,0,0.0,0.0,-81.20156519,False
3916,Tenshi,3,0.0,1,0.0,0.0,111.83980769,False
3917,Uhive,3,0.0,1,0.0,0.0,34.85526989,False
3918,Copycat Finance,4,0.0,1,0.0,0.0,601.10337454,False
3919,Wicrypt,1,0.0,1,0.0,0.0,-7.24346147,False
3920,Vikings Finance,1,0.0,1,0.0,0.0,-34.79652834,False
3921,Quantfury Token,2,0.0,1,0.0,0.0,19.15227023,False
3922,Wild Credit,3,0.0,0,0.0,0.0,-65.05582025,False
3923,Wiggly Finance,7,0.0,1,0.0,0.0,-51.33042523,False
3924,NFTMart Token,5,0.0,1,0.0,0.0,-52.87550745,False
3925,MilkyWayEx,2,0.0,1,0.0,0.0,83.2544141,False
3926,Gamerse,2,0.0,1,0.0,0.0,-36.34955478,False
3927,Kalamint,1,0.0,1,0.0,0.0,-52.21031926,False
3928,Privapp Network,4,0.0,1,0.0,0.0,63.05254807,False
3929,Funder One Capital,1,0.0,1,0.0,0.0,-14.89899842,False
3930,Elysian,2,0.0,1,0.0,0.0,-40.787998,False
3931,DAO.vc,2,0.0,1,0.0,0.0,-15.28055873,False
3932,NAGA,6,0.0,0,0.0,0.0,23.57504321,False
3933,AtomPad,1,0.0,1,0.0,0.0,-51.41616191,False
3934,DeSpace Protocol,7,0.0,1,0.0,0.0,-65.91349296,False
3935,Compound 0x,1,0.0,0,0.0,0.0,-17.7318147,False
3936,Husky Avax,4,0.0,1,0.0,0.0,73.15560369,False
3937,Bankless DAO,6,0.0,0,0.0,0.0,7.09898116,False
3938,Mercurial Finance,7,0.0,1,0.0,0.0,-49.89508526,False
3939,Lion Token,4,0.0,1,0.0,0.0,-24.98366475,False
3940,HBTC Captain Token,2,0.0,1,0.0,0.0,-47.38998392,False
3941,GameX,1,0.0,1,0.0,0.0,7.53273533,False
3942,Spaceship War,1,0.0,1,0.0,0.0,-88.92909227,False
3943,DogeBull,2,0.0,1,0.0,0.0,-54.04574432,False
3944,Scream,6,0.0,0,0.0,0.0,-73.40720421,False
3945,pBTC35A,5,0.0,0,0.0,0.0,18.17959124,False
3946,IRON Titanium Token,7,0.0,1,0.0,0.0,-52.79493887,False
3947,Meta Musk,1,0.0,1,0.0,0.0,-34.36537404,False
3948,Nfans,3,0.0,1,0.0,0.0,-77.5275179,False
3949,MODA DAO,5,0.0,1,0.0,0.0,22.92417999,False
3950,Mech Master,2,0.0,1,0.0,0.0,-11.66106304,False
3951,Blockcloud,4,0.0,0,0.0,0.0,30.32749891,False
3952,Etherlite,11,0.0,1,0.0,0.0,-34.3727326,False
3953,Empire Capital Token,1,0.0,1,0.0,0.0,-0.49818477,False
3954,Wolf Game DAO(BSC),3,0.0,1,0.0,0.0,-95.50356767,False
3955,Liquidus,5,0.0,1,0.0,0.0,349.16919676,False
3956,Warrior Token,5,0.0,1,0.0,0.0,-28.32883257,False
3957,Wifi Coin,2,0.0,0,0.0,0.0,-17.30891604,False
3958,MetaCat,2,0.0,0,0.0,0.0,-91.27638019,False
3959,Nobility,2,0.0,1,0.0,0.0,134.49316726,False
3960,TBCC,4,0.0,1,0.0,0.0,209.99918157,False
3961,Smile Coin,1,0.0,1,0.0,0.0,-58.48236858,False
3962,RichCity,1,0.0,1,0.0,0.0,215.72889214,False
3963,Bancor Governance Token,1,0.0,0,0.0,0.0,40.33021335,False
3964,Unicly,8,0.0,1,0.0,0.0,15.18697574,False
3965,DIAMOND,1,0.0,1,0.0,0.0,-10.22680331,False
3966,ForthBox,2,0.0,1,0.0,0.0,127.99588851,False
3967,Hoff Coin,3,0.0,1,0.0,0.0,-39.92814837,False
3968,YDragon,3,0.0,0,0.0,0.0,-38.70584349,False
3969,Banana.finance,1,0.0,1,0.0,0.0,-12.45414927,False
3970,Medium,3,0.0,0,0.0,0.0,-13.09213614,False
3971,NFT Starter,1,0.0,1,0.0,0.0,-64.69630376,False
3972,MetaSafeMoon,1,0.0,1,0.0,0.0,92.32532571,False
3973,Prince Floki V2,1,0.0,0,0.0,0.0,669747.34936378,False
3974,SwapAll,3,0.0,1,0.0,0.0,15.9519467,False
3975,Mercor Finance,2,0.0,1,0.0,0.0,-18.58126775,False
3976,DeepSpace Token,2,0.0,0,0.0,0.0,32.14890375,False
3977,Freyala,1,0.0,1,0.0,0.0,-23.21947078,False
3978,Doge Gay Son,1,0.0,0,0.0,0.0,200.79559052,False
3979,Dogira,4,0.0,1,0.0,0.0,109.85765052,False
3980,BITGATTI,1,0.0,1,0.0,0.0,49.33015842,False
3981,Feyorra,3,0.0,1,0.0,0.0,38.33626135,False
3982,3X Long Theta Network Token,1,0.0,0,0.0,0.0,-93.8707483,False
3983,DogemonGo,2,0.0,1,0.0,0.0,15.39885054,False
3984,dAppstore,1,0.0,1,0.0,0.0,-56.7035515,False
3985,Transaction Service fee,1,0.0,1,0.0,0.0,-48.38028276,False
3986,Sheep Game,3,0.0,1,0.0,0.0,-99.00912264,False
3987,MoonX,2,0.0,0,0.0,0.0,-5.17078838,False
3988,The Monopolist,2,0.0,1,0.0,0.0,-81.20862512,False
3989,Capital Aggregator Token,1,0.0,1,0.0,0.0,-64.4318786,False
3990,3x Short EOS Token,5,0.0,0,0.0,0.0,12.47170352,False
3991,dFuture,6,0.0,1,0.0,0.0,-64.76824007,False
3992,Coinstox,1,0.0,0,0.0,0.0,-87.78368622,False
3993,Bright Union,2,0.0,1,0.0,0.0,13.80927285,False
3994,Dog Collar,3,0.0,1,0.0,0.0,323.56964628,False
3995,AggregatedFinance,2,0.0,1,0.0,0.0,-15.80847546,False
3996,ArchAngel Token,1,0.0,0,0.0,0.0,144.02528446,False
3997,MatrixETF,5,0.0,0,0.0,0.0,-54.85496824,False
3998,Plastiks,1,0.0,0,0.0,0.0,41.74179328,False
3999,TOZEX,2,0.0,1,0.0,0.0,6.68628022,False
4000,Round Dollar,1,0.0,0,0.0,0.0,-2.25443026,False
4001,Talkado,2,0.0,1,0.0,0.0,-85.32868507,False
4002,3X Long Cosmos Token,1,0.0,0,0.0,0.0,-92.32484076,False
4003,Marketing Samurai,2,0.0,1,0.0,0.0,-79.59870231,False
4004,HiFi Gaming Society,2,0.0,1,0.0,0.0,120.96677701,False
4005,Fortress Lending,3,0.0,1,0.0,0.0,-9.78895654,False
4006,LIQ Protocol,7,0.0,1,0.0,0.0,-8.04518142,False
4007,MANAGER PRO,1,0.0,1,0.0,0.0,-46.95158158,False
4008,Amasa,2,0.0,1,0.0,0.0,72.76404952,False
4009,SurfMoon,2,0.0,0,0.0,0.0,-94.01301537,False
4010,GFORCE,3,0.0,1,0.0,0.0,-18.22031654,False
4011,xxxNifty,1,0.0,1,0.0,0.0,114.902906,False
4012,DefiDollar,2,0.0,1,0.0,0.0,-0.48672474,False
4013,Ethereum Eagle,2,0.0,1,0.0,0.0,18.08617483,False
4014,Santa Coin,1,0.0,0,0.0,0.0,-76.17942412,False
4015,Blue Gold,1,0.0,1,0.0,0.0,218.86761705,False
4016,Alchemy,1,0.0,0,0.0,0.0,-45.21116276,False
4017,Etherconnect,1,0.0,1,0.0,0.0,-17.97625277,False
4018,BabySafeMoon,1,0.0,1,0.0,0.0,-52.70595293,False
4019,Day Of Defeat,1,0.0,1,0.0,0.0,-27.89306522,False
4020,ELEF  WORLD,2,0.0,1,0.0,0.0,-24.67842586,False
4021,cCOMP,1,0.0,0,0.0,0.0,-35.72676034,False
4022,Electric Cash,3,0.0,1,0.0,0.0,-22.24152943,False
4023,iOWN Token,2,0.0,1,0.0,0.0,84.50019418,False
4024,Yieldly,2,0.0,1,0.0,0.0,4.09985205,False
4025,Catena X,1,0.0,1,0.0,0.0,-78.3495171,False
4026,HeroVerse,1,0.0,1,0.0,0.0,-55.0776311,False
4027,BlackPool,3,0.0,1,0.0,0.0,25.59734889,False
4028,Defi Connect,5,0.0,1,0.0,0.0,-73.19129634,False
4029,Quartz,2,0.0,1,0.0,0.0,-33.23781785,False
4030,CropBytes,3,0.0,1,0.0,0.0,0.0,False
4031,Swapz,2,0.0,1,0.0,0.0,8.73738009,False
4032,NuNet,1,0.0,1,0.0,0.0,-12.87039481,False
4033,DoubleDice,2,0.0,1,0.0,0.0,13.27765564,False
4034,Militia Games,2,0.0,1,0.0,0.0,-80.61765773,False
4035,ShibElon,4,0.0,0,0.0,0.0,0.52589467,False
4036,Metaverse Exchange,3,0.0,1,0.0,0.0,11.73727054,False
4037,LockTrip,3,0.0,0,0.0,0.0,-55.24071541,False
4038,Bent Finance,1,0.0,1,0.0,0.0,1.3731656,False
4039,Compound Basic Attention Token,1,0.0,0,0.0,0.0,64.35690204,False
4040,Aldrin,3,0.0,1,0.0,0.0,-27.59759388,False
4041,Themis,3,0.0,1,0.0,0.0,-45.83737009,False
4042,Daisy Launch Pad,2,0.0,1,0.0,0.0,-79.59696396,False
4043,Merkle Network,3,0.0,1,0.0,0.0,-18.19879811,False
4044,WEYU,4,0.0,1,0.0,0.0,-27.40298478,False
4045,Dawn Wars,1,0.0,1,0.0,0.0,27.08934153,False
4046,Meta Billionaires Club,1,0.0,0,0.0,0.0,-55.79698254,False
4047,EvilSquidGame,2,0.0,1,0.0,0.0,-40.46514835,False
4048,bloXmove Token,3,0.0,1,0.0,0.0,5.83702604,False
4049,Golden Roots,5,0.0,1,0.0,0.0,-79.09585144,False
4050,Traders Business Global,2,0.0,1,0.0,0.0,103.52187348,False
4051,CoinWind,8,0.0,1,0.0,0.0,-34.15506044,False
4052,Alpha Brain Capital,1,0.0,1,0.0,0.0,-6.2577223,False
4053,Hive Dollar,2,0.0,0,0.0,0.0,1.47136009,False
4054,OneRare,3,0.0,1,0.0,0.0,-42.46327384,False
4055,IceFlake Finance,2,0.0,1,0.0,0.0,-86.05568694,False
4056,Corgiswap,2,0.0,1,0.0,0.0,-16.30011889,False
4057,Everlens,2,0.0,1,0.0,0.0,-2.72168064,False
4058,Balkari,2,0.0,1,0.0,0.0,-13.04745461,False
4059,Encrypter,1,0.0,1,0.0,0.0,-10.12095719,False
4060,NFTBlackMarket,2,0.0,1,0.0,0.0,33.17326875,False
4061,Wheat Token (AVAX),3,0.0,0,0.0,0.0,-87.17488438,False
4062,0x_nodes,2,0.0,1,0.0,0.0,-25.41993709,False
4063,AMC FIGHT NIGHT,2,0.0,1,0.0,0.0,-23.13903023,False
4064,Unlock Protocol,4,0.0,1,0.0,0.0,-52.98854763,False
4065,pTokens BTC,3,0.0,1,0.0,0.0,79.99451841,False
4066,EIFI FINANCE,1,0.0,1,0.0,0.0,-80.110499,False
4067,Golden Token,3,0.0,0,0.0,0.0,-36.21475405,False
4068,Thoreum,2,0.0,1,0.0,0.0,20.44881762,False
4069,StrongHands Finance,4,0.0,1,0.0,0.0,-96.19797019,False
4070,YES||NO,1,0.0,1,0.0,0.0,-55.8591999,False
4071,Ballswapper Accelerator Reflection Token - BART,1,0.0,1,0.0,0.0,611.68143094,False
4072,Euro Shiba Inu,1,0.0,1,0.0,0.0,13655.93097351,False
4073,Universal Basic Income,7,0.0,0,0.0,0.0,-40.02813923,False
4074,NarakaToken,2,0.0,1,0.0,0.0,-55.05157183,False
4075,Asia Coin,4,0.0,1,0.0,0.0,-27.63465711,False
4076,Quid Ika,3,0.0,1,0.0,0.0,489.3419843,False
4077,Tag Protocol,2,0.0,0,0.0,0.0,-13.14084655,False
4078,Yucreat,3,0.0,1,0.0,0.0,51.09270708,False
4079,TopChain,3,0.0,0,0.0,0.0,-21.68349932,False
4080,Essence of Creation,7,0.0,0,0.0,0.0,-45.89077694,False
4081,Revest Finance,3,0.0,0,0.0,0.0,7.16929021,False
4082,SmartX,1,0.0,1,0.0,0.0,-26.4462665,False
4083,governance ZIL,4,0.0,1,0.0,0.0,-64.64090236,False
4084,Shih Tzu,4,0.0,1,0.0,0.0,22.11440696,False
4085,Taxa Token,3,0.0,0,0.0,0.0,-30.46426245,False
4086,Giftedhands,14,0.0,0,0.0,0.0,-67.45211518,False
4087,PumpETH,1,0.0,0,0.0,0.0,513.31454746,False
4088,WidiLand,2,0.0,1,0.0,0.0,-48.92136188,False
4089,Decentralized Social,4,0.0,1,0.0,0.0,-29.1844049,False
4090,Ridotto,2,0.0,1,0.0,0.0,4.34230118,False
4091,Metanoom,2,0.0,1,0.0,0.0,54.19394632,False
4092,Minifootball,2,0.0,1,0.0,0.0,-61.68992187,False
4093,AutoMatic Network,2,0.0,1,0.0,0.0,-53.45044252,False
4094,KCC MemePad,2,0.0,1,0.0,0.0,-23.28387379,False
4095,Liquid Driver,12,0.0,1,0.0,0.0,-74.73515206,False
4096,Mars Inu,3,0.0,1,0.0,0.0,-63.44182558,False
4097,Meliora,2,0.0,1,0.0,0.0,157.50195001,False
4098,SeamlessSwap,1,0.0,1,0.0,0.0,229.45253964,False
4099,KEY,5,0.0,0,0.0,0.0,-27.05134342,False
4100,PayNet Coin,2,0.0,1,0.0,0.0,8.5023961,False
4101,BrowniesSwap,2,0.0,1,0.0,0.0,-69.48341479,False
4102,LCG,2,0.0,0,0.0,0.0,102.84872395,False
4103,HK Coin,1,0.0,1,0.0,0.0,-0.08589298,False
4104,ASYAGRO,2,0.0,0,0.0,0.0,0.0,False
4105,Titano,2,0.0,0,0.0,0.0,45.62211653,False
4106,Ethos Project,1,0.0,1,0.0,0.0,-20.57710586,False
4107,Museum of Crypto Art,2,0.0,0,0.0,0.0,82.22829613,False
4108,Pontoon,3,0.0,1,0.0,0.0,-5.42878899,False
4109,B20,3,0.0,0,0.0,0.0,-12.26082597,False
4110,CRIR MSH,3,0.0,1,0.0,0.0,93.26622422,False
